organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,aru_task_status,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-NW,215,2023-05-24 05:51:00,891341,None,864025,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,45.05,60.00,4.34,3.61kHz,6.33kHz,3624797,4,Song,1,,f,2,Leonard Patterson,2692,,-19.06,-33.85,2,0.0246,-0.162842,0.215088,-13.35,-19.29,-58.77,2,0,-0.187408,0.188202,-14.51,-14.76,-33.02,2,0.026673,-0.286255,0.339203,-9.39,-14.86,-54.99,2,0,-0.303497,0.310608,-10.16,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=864025,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/29ec8f00d4894257a2ea8feb5c5df128.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/3c963b771283486bb50f9d5cdd0bdd0a.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-NW,215,2023-05-24 05:51:00,891341,None,864025,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,45.41,60.00,2.65,2.94kHz,4.94kHz,3624799,1,Song,1,,f,1,Leonard Patterson,2692,,-19.06,-30.91,2,0.024568,-0.162842,0.215088,-13.35,-22.7,-60.7,2,0,-0.132935,0.132996,-17.52,-14.76,-30,2,0.026659,-0.286255,0.339203,-9.39,-18.32,-47.52,2,0,-0.210999,0.210815,-13.51,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=864025,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/df82daff583d418ca0e31baea49b0416.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/946c3705a9fb4ff1aa123d210405a009.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-NW,215,2023-05-24 05:51:00,891341,None,864025,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,52.00,60.00,3.05,3.61kHz,5.92kHz,3624814,3,Song,1,,f,1,Leonard Patterson,2692,,-30.79,-32.87,2,0.024545,-0.01593,0.061035,-24.29,-48.21,-53.63,2,0,-0.015015,0.015289,-36.31,-29.5,-32.35,2,0.026662,-0.030914,0.085083,-21.4,-44.94,-50.35,2,0,-0.022522,0.023438,-32.6,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=864025,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/6f9e5300534849a2bfc31c604fb8f387.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/c6901db38356435f9da87581ea372d97.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-NW,215,2023-05-24 05:51:00,891341,None,864025,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,56.06,60.00,2.39,2.83kHz,5.00kHz,3624808,1,Song,1,,f,2,Leonard Patterson,2692,,-23.97,-31.88,2,0.024784,-0.100372,0.123749,-18.15,-46.71,-50.12,2,0,-0.015198,0.016541,-35.63,-25.3,-32.9,2,0.02651,-0.04364,0.115601,-18.74,-41.16,-45.59,2,0,-0.030457,0.029907,-30.33,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=864025,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/377d3de9192d4be88c97000cd8e32609.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/62409ec8b6554be2b1a068860107c2e1.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-NW,215,2023-05-24 05:51:00,891341,None,864025,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,58.63,60.00,1.36,4.48kHz,6.33kHz,3624801,4,Song,1,,f,1,Leonard Patterson,2692,,-12.27,-25.02,2,0.02667,-0.329163,0.473297,-6.5,-21.83,-36.03,2,0,-0.165161,0.164764,-15.64,-9.04,-26.91,2,0.026977,-0.55365,0.45105,-5.14,-22.81,-36.38,2,0,-0.144714,0.145111,-16.77,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=864025,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/dbc265a99b8e428da11c730f560e2c0b.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5549a60b-5283-4d78-afa3-144f4c8cb0af/3f3292fb2c544092b2db70de12369378.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,0.09,60.00,2.98,2.78kHz,5.46kHz,3625060,1,Song,1,,f,2,Leonard Patterson,2692,,-34.69,-36.23,2,0.016421,-0.021179,0.047974,-26.38,-42.28,-65.68,2,0,-0.026093,0.027313,-31.27,-35.1,-38.79,2,0.011993,-0.042755,0.06311,-24,-39.46,-62.98,2,0,-0.04776,0.049469,-26.11,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/5017608156f24df6bba7de2d4ff4ac19.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/17c710caba2d49e683c423f120ddb21d.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,1.55,60.00,1.46,3.35kHz,4.48kHz,3637707,2,Song,1,,f,1,Leonard Patterson,2692,,-34.91,-36.23,2,0.01646,-0.018951,0.046204,-26.71,-51.7,-65.92,2,0,-0.010468,0.010376,-39.6,-35.1,-38.79,2,0.012036,-0.026428,0.057831,-24.76,-45.93,-62.29,2,0,-0.03067,0.031036,-30.16,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/c3f280574b6b4600879f7fb03a381230.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/35445b1620574bda99ff7a651d46d368.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,4.50,60.00,2.90,2.99kHz,5.30kHz,3625073,3,Song,1,,f,2,Leonard Patterson,2692,,-34.63,-36,2,0.016497,-0.009796,0.042236,-27.49,-44.38,-76.15,2,0,-0.021118,0.022217,-33.07,-35.08,-38.96,2,0.012036,-0.038544,0.05835,-24.68,-38.81,-73.1,2,0,-0.045776,0.044556,-26.79,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/c97bd0b879d04395865b787ac18526e1.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/0913fb60107841e69d94b05db6860385.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,6.59,60.00,2.44,2.42kHz,3.45kHz,3625085,4,Song,1,,f,2,Leonard Patterson,2692,,-34.91,-35.99,3,0.01648,0.006744,0.027954,-31.07,-69.9,-78.26,2,0,-0.002228,0.002045,-53.04,-36.75,-38.79,2,0.01204,-0.00238,0.027496,-31.21,-68.86,-77.86,2,0,-0.001556,0.001404,-56.16,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/0bae440d25df4b1cbdefb62deeede62d.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/04bb770a1f5748bcaff2b0670c3a74e5.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,9.53,60.00,4.68,2.94kHz,5.25kHz,3625089,1,Song,1,,f,1,Leonard Patterson,2692,,-34.91,-36.1,2,0.016455,0.001282,0.031525,-30.03,-48.3,-75.84,2,0,-0.009674,0.009979,-40.02,-36.63,-38.77,2,0.012053,-0.007812,0.031006,-30.17,-48.4,-73.66,3,0,-0.00946,0.009705,-40.26,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/2cec2b14b2e94fa3a9e3f3dab1c2eb22.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/0ad74c3a95d747888341dc18cb74652d.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,16.21,60.00,4.00,2.16kHz,3.76kHz,3625202,5,Song,1,,f,2,Leonard Patterson,2692,,-34.52,-35.99,2,0.016377,0.003448,0.030701,-30.26,-62.77,-74.11,2,0,-0.003174,0.002441,-49.97,-35.74,-38.59,2,0.012101,-0.00592,0.034546,-29.23,-60.36,-72.63,5,0,-0.002625,0.002594,-51.62,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/110767fc7da14bb3ae38f5d2c1c45483.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/745064b1ca494a4e8bf868cc5ac37f29.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,18.90,60.00,3.08,2.88kHz,5.00kHz,3625182,3,Song,1,,f,1,Leonard Patterson,2692,,-34.54,-36.18,2,0.016418,0.001465,0.030396,-30.34,-63.12,-74.6,4,0,-0.001923,0.001984,-54.05,-35.85,-38.75,2,0.012126,-0.007141,0.031799,-29.95,-61.38,-71.93,2,0,-0.002625,0.002655,-51.52,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/a838b58ecda24d2cac2dfd645f757f76.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/99e0030bbb514f0bbb4594f34c4b7834.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,24.59,60.00,4.86,2.99kHz,5.15kHz,3625115,1,Song,1,,f,1,Leonard Patterson,2692,,-34.52,-36.03,2,0.016391,-0.001434,0.035553,-28.98,-45.91,-75.92,2,0,-0.012115,0.012482,-38.07,-35.77,-38.35,2,0.012031,-0.013245,0.034149,-29.33,-47.54,-73.44,2,0,-0.009857,0.009918,-40.07,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/c796fdb654044e02ad8160647328ef3f.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/87f9ed325f0e48f3992accea0cca2fc5.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,28.71,60.00,2.80,1.96kHz,3.45kHz,3625191,4,Song,1,,f,1,Leonard Patterson,2692,,-34.52,-35.98,2,0.016369,0.001312,0.030029,-30.45,-71.8,-77.79,3,0,-0.003693,0.002716,-48.65,-35.75,-38.34,3,0.011985,-0.008514,0.030487,-30.32,-71.48,-75.37,2,0,-0.003021,0.002258,-50.4,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/8c8dfe94b3034799af34f7905d798f27.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/cd727e45c7d847a1a4e2aafc4bfe9501.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,30.51,60.00,3.49,2.99kHz,5.30kHz,3625193,3,Song,1,,f,1,Leonard Patterson,2692,,-34.48,-36.04,2,0.016398,0.001312,0.030029,-30.45,-65.87,-75.71,2,0,-0.003754,0.002686,-48.51,-35.75,-38.49,3,0.012036,-0.008514,0.030487,-30.32,-65.31,-74.02,2,0,-0.003754,0.002808,-48.51,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/8f909faa8c774ba197ea276dc9ebda3d.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/3f7f00a1a4ee4b6d882be91d7673b08c.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,35.89,60.00,4.86,2.94kHz,5.25kHz,3625119,1,Song,1,,f,1,Leonard Patterson,2692,,-34.64,-35.99,2,0.016471,-0.000061,0.031342,-30.08,-48.41,-74.69,3,0,-0.009369,0.009399,-40.54,-35.99,-38.48,2,0.011977,-0.010437,0.033325,-29.54,-47.91,-73.05,2,0,-0.008911,0.008911,-41,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/a6cd479be71b49d38912d27b5937866a.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/0a92b0bd610c4f5380b48e8ae1745f1b.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,38.09,60.00,2.13,3.50kHz,4.43kHz,3637709,2,Song,1,,f,1,Leonard Patterson,2692,,-34.64,-35.88,2,0.016501,-0.000061,0.03125,-30.1,-56.25,-71.4,2,0,-0.003937,0.003906,-48.1,-35.99,-38.48,3,0.011996,-0.010437,0.030029,-30.45,-57.02,-73.54,2,0,-0.003448,0.00351,-49.1,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/35ef625facc94f11819463b75ea57fe9.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/502879bf27b64b24b22d3567d753a719.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,40.50,60.00,4.38,2.16kHz,3.66kHz,3625197,5,Song,1,,f,1,Leonard Patterson,2692,,-34.15,-36.13,2,0.016484,-0.000183,0.033112,-29.6,-62.92,-74.57,2,0,-0.002014,0.00174,-53.92,-35.01,-38.71,2,0.012033,-0.011475,0.037598,-28.5,-62.93,-72.54,4,0,-0.001831,0.001831,-54.75,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/38467fee159e4d72b94ec77b3aac5c78.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/0234f2ee4a9b413498d08d9dc00af2c6.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,47.98,60.00,1.94,2.94kHz,5.10kHz,3637716,2,Song,1,,f,1,Leonard Patterson,2692,,-35.03,-36.05,2,0.016395,0.004578,0.031006,-30.17,-66.25,-73.9,2,0,-0.003967,0.002899,-48.03,-36.71,-38.76,3,0.011994,-0.0047,0.030243,-30.39,-64.98,-71.48,2,0,-0.003723,0.00293,-48.58,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/1542c4c89f3e4980b52e45d3757616c5.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/4111e965579e48c89dfacef61c5f07d4.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,49.09,60.00,2.73,2.83kHz,5.05kHz,3637731,3,Song,1,,f,1,Leonard Patterson,2692,,-34.86,-36.08,2,0.016379,0.003998,0.027527,-31.2,-68.12,-74.57,2,0,-0.003662,0.002777,-48.73,-36.61,-38.67,2,0.011972,-0.00592,0.026825,-31.43,-66.55,-73,2,0,-0.00296,0.002228,-50.57,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/46f75a253efb4327b686280884bbad44.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/a0c7665acca74686b60eb8824f18c1d9.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,55.70,60.00,4.29,2.83kHz,5.05kHz,3625124,1,Song,1,,f,1,Leonard Patterson,2692,,-34.81,-36.02,2,0.016426,0.00119,0.031372,-30.07,-47.77,-72.46,2,0,-0.007294,0.00708,-42.74,-36.56,-38.89,2,0.012066,-0.006927,0.030609,-30.28,-48.25,-71.11,2,0,-0.010925,0.010956,-39.21,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/582fc512195440348f93c8fe0f057702.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/09d1f93c91be4425b5239ae1dc15c33b.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-15 06:05:00,892650,None,865233,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,59.41,60.00,0.58,3.19kHz,4.53kHz,3637734,2,Song,1,,f,1,Leonard Patterson,2692,,-35.02,-35.93,2,0.016363,0.006073,0.026947,-31.39,-66.78,-73.78,2,0,-0.002716,0.002655,-51.32,-36.77,-38.42,2,0.011987,-0.001984,0.02533,-31.93,-66.17,-72.5,2,0,-0.001984,0.002014,-53.92,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865233,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/7ab54b9dab9b47a089991c5c6278ad36.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/faf885e1-b6fc-4124-85fe-6719def2ee22/e554c19267cc4cac91c6933d4c7ee389.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-21 05:55:00,893135,None,865640,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,1.78,60.00,2.61,2.47kHz,4.74kHz,3624873,1,Song,1,,f,1,Leonard Patterson,2692,,-35.12,-36.05,2,0.016502,0.006989,0.02655,-31.52,-53.3,-68.28,2,0,-0.006927,0.007019,-43.07,-37.43,-39.09,2,0.011827,-0.001984,0.024261,-32.3,-51.44,-66.4,2,0,-0.008911,0.008942,-40.97,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865640,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/d546827faeba4b72be1175d9274f5cb3.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/cbe5bd16e88a4e41b94fa457879a27e6.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-21 05:55:00,893135,None,865640,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,3.86,60.00,0.34,6.13kHz,8.24kHz,3625035,2,Call,1,,f,1,Leonard Patterson,2692,,-35.41,-35.99,2,0.016466,0.009705,0.022949,-32.78,-74.98,-77.16,2,0,-0.001526,0.001251,-56.33,-37.87,-38.96,3,0.011933,0.002533,0.021393,-33.39,-76.33,-77.28,2,0,-0.001373,0.001221,-57.24,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865640,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/dcb50e556065447491c5382d0e413cd7.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/3a840ceb2f514e30957c55ecc1f486e6.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-21 05:55:00,893135,None,865640,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,4.56,60.00,3.10,2.78kHz,5.15kHz,3624878,3,Song,1,,f,2,Leonard Patterson,2692,,-35.1,-36.14,3,0.016494,0.007446,0.025482,-31.88,-55.54,-73.29,2,0,-0.005432,0.005402,-45.3,-37.42,-39.37,2,0.01177,-0.001068,0.023499,-32.58,-54.26,-72.04,2,0,-0.006134,0.006104,-44.25,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865640,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/f4ba90fa1e8e41bca08d02fd8ebe47d4.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/095f30eda81443b28485357b4f742402.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-21 05:55:00,893135,None,865640,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,7.86,60.00,3.96,2.83kHz,5.67kHz,3624883,4,Song,1,,f,1,Leonard Patterson,2692,,-34.88,-36.1,2,0.016454,-0.002441,0.032349,-29.8,-48.58,-64.3,2,0,-0.011017,0.010864,-39.16,-36.71,-39.11,2,0.01181,-0.015198,0.034302,-29.29,-44.64,-60.3,2,0,-0.016571,0.016693,-35.55,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865640,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/ba041fb7b46d4010b9afc6791ce9b41f.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/b8b150429cbb4b5faf214aa5c113e5d5.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1295-SE,216,2023-05-21 05:55:00,893135,None,865640,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,9.99,60.00,2.24,3.30kHz,4.43kHz,3637798,1,Song,1,,f,1,Leonard Patterson,2692,,-34.9,-36.1,2,0.016456,-0.002441,0.032349,-29.8,-51.28,-61.38,2,0,-0.007965,0.007904,-41.98,-36.71,-38.87,2,0.011841,-0.015198,0.034302,-29.29,-45.65,-60.98,2,0,-0.014343,0.014587,-36.72,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865640,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/21fd9ae9127442dc873a128bb509a544.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/50e109a3-6e0f-45c3-bc12-708e24e4164f/2ba6e8af408640d1a82a44dc31a5c49e.flac
